,text,date,sentiment,score
801,i bought shiba but i don't see them on the wallet. Has anyone else had the same problem?,2021-05-08,neg,0.9773025512695312
802,"Admins I paid for Shiba, money were taken from my bank but I did not receive Shiba!!!!",2021-05-08,neg,0.9913698434829712
803,"Im having the same issue, bought shiba but cro app shows failed transaction but it took money from my bank",2021-05-08,neg,0.9947651624679565
804,"I have THE same issue, cant se Shiba that i bought",2021-05-08,neg,0.843959391117096
805,Shiba,2021-05-08,pos,0.7365189790725708
806,after how long will I see the shibas on the wallet?,2021-05-08,neg,0.6021787524223328
807,"this app is giving too many disservices, when you give me my 4000000 of shiba that I bought ??",2021-05-08,neg,0.9937654733657837
808,Shib crashing the app,2021-05-08,neg,0.9116732478141785
809,How is dogecoin right now,2021-05-08,pos,0.9269757866859436
810,Can't see the purchased shiba,2021-05-08,neg,0.9038665294647217
811,"I agree. It was the same with shiba today, a few hours ago. I could not see buy button for shiba. Then after going on and off to the app, the buy button appeared. Transaction went very well. I used fiat and Crypto coin to buy it.",2021-05-08,neg,0.6177157163619995
812,Shiba inu ,2021-05-08,pos,0.6830399632453918
813,Shiba is the new doge ,2021-05-08,pos,0.8844149708747864
814," few hours ago I bought DOGE, my bank immediately made the transaction but the app gave me the error price expired i didnt see on my transaction the DOGE COIN???? Why",2021-05-08,neg,0.9982505440711975
815,guys buy shibi nowww,2021-05-08,pos,0.9548740983009338
816,Shiba gooo... 100kM% tonight!,2021-05-08,pos,0.6568958759307861
817,Hold or sell shiba?,2021-05-08,neg,0.9278277158737183
818,Hodl shiba now,2021-05-08,pos,0.514763593673706
819,Guys what're opinion about dogecoin??,2021-05-08,neg,0.5040585398674011
820,Can you buy shiba on crypto app?,2021-05-08,neg,0.6004987359046936
821,"shiba is so nice  now, just hold it",2021-05-08,pos,0.8334476947784424
822,Shiba 400% +. Ps I'm not advertising nothin,2021-05-08,neg,0.964818000793457
823,Shib  ,2021-05-08,pos,0.765728771686554
824,About doge coin?,2021-05-08,neg,0.7280953526496887
825,What's about doge coin?,2021-05-08,pos,0.7631503343582153
826,Im in with SHIB,2021-05-08,pos,0.8052859306335449
827,just bought SHIB and it isnt showing,2021-05-08,neg,0.9904077649116516
828,"Hey friends, i from cold Russia, sell doge now or not?",2021-05-08,pos,0.6825268268585205
829,"Excuse me please
I bought shiba and it isn't showing",2021-05-08,neg,0.9982143640518188
830,When Will THE Shiba problem be fixed.?,2021-05-08,pos,0.8835719227790833
831,Shiba inu working only on trust wallet,2021-05-08,neg,0.7254548668861389
832,"Hi, what do you think about doge?  When was Pump?)",2021-05-08,neg,0.5604777932167053
833,"The problem in  today is the result le shiba coin.
As because the app has a maximum of digits of 1 million when you type an amount (buy/sell)

shiba is bought at more than a million, and caused app discrepancies",2021-05-08,neg,0.9833090901374817
834,Shiba was not trading on ,2021-05-08,neg,0.9982749223709106
835,i have buy 2 milion shiba in crypto today before down,2021-05-08,neg,0.6110739707946777
836,But now we can t buy Shiba on the App Right??,2021-05-08,neg,0.9227193593978882
837,why shiba start rocketing?,2021-05-08,neg,0.6931707262992859
838,"Hi, Money has already taken from my account but not showing in my  app. I tried to  buy shibu coin and when everything is done and money has taken out my account app said please try again. Where my money is gone",2021-05-08,neg,0.9981998205184937
839,Doge hold or not,2021-05-08,neg,0.6594228744506836
840,listing SHIB is really disgusting for CDC.,2021-05-08,neg,0.9966316819190979
841,Shiba hold,2021-05-08,pos,0.7494247555732727
842,doge crypto yes?,2021-05-08,neg,0.6545706391334534
843,"Hi, Money has already taken from my account but not showing in my  app. I tried to  buy shibu coin and when everything is done and money has taken out my account app said please try again. Where my money is gone",2021-05-08,neg,0.9981998205184937
844,for those who want to buy shiba inu. and I have a hard time how to buy your messages and I will teach you one by one,2021-05-08,neg,0.9712255597114563
845,have you see the message in shiba project? dodge killer :D,2021-05-08,pos,0.7068866491317749
846,Shiba is Hot like Cro server burning ,2021-05-08,pos,0.570546567440033
847,How we can buy shiba inu in crypto app now,2021-05-08,pos,0.6068968772888184
848,Its maybe because of shiba?,2021-05-08,neg,0.8717562556266785
849,Please after buying shiba where that goes,2021-05-08,neg,0.9487097263336182
850,Shiba,2021-05-08,pos,0.7365189790725708
851,Shiba inu ,2021-05-08,pos,0.6830399632453918
852,I am still missing 4million shiba ,2021-05-08,neg,0.99122154712677
853,Doge to the moon,2021-05-08,pos,0.8068202137947083
854,What about SHIBA???????,2021-05-08,neg,0.6285727024078369
855,SHIBAAA COOINNN,2021-05-08,neg,0.5929955244064331
856,"I need help, I bought 999.999 shiba and they didnt show up, then I bought 200.000 and they showed up no problem",2021-05-08,neg,0.7570295929908752
857,"Hi, Money has already taken from my account but not showing in my  app. I tried to  buy shibu coin and when everything is done and money has taken out my account app said please try again. Where my money is gone",2021-05-08,neg,0.9981998205184937
858,Why I bought the coin Shiba and coin not show,2021-05-08,neg,0.9946367144584656
859,Shib avaible in  so why ? Le collabo,2021-05-08,neg,0.5685549974441528
860,"Bye 9 mil shib, have 6 mil(",2021-05-08,pos,0.7433708310127258
861,"I need help, i bought 999.999 shiba and thry didnt show up, the I bought 200.000 and they showed up no problem",2021-05-08,neg,0.8100402355194092
862,"Shiba to the moon, too bad the rocket was bought on wish xD",2021-05-08,neg,0.99357008934021
863,I think it's because too many people want shiba,2021-05-08,neg,0.8884791731834412
864,I already deposit..i buy SHIB COIN..,2021-05-08,neg,0.9085439443588257
865,"Because coonbase wasn't listed shiba nor doge,  and binance is a monster compare to  ...",2021-05-08,neg,0.9136529564857483
866,My SHIB COIN STILL NO HAVE IN MY WALLET,2021-05-08,neg,0.9447805285453796
867,How much Doge now?,2021-05-08,neg,0.817040205001831
868,it's true that shiba will be on ,2021-05-08,pos,0.9608556628227234
869,I try to buy Shiba inu and they login me out,2021-05-08,neg,0.9519696235656738
870,I brought shiba twice 1 million first time and money took but no coins. 2nd time brought 15 million money took and got coins. Where's my other 1 million?,2021-05-08,neg,0.9885059595108032
871,It working flawlessly on my end. I'm a 100 million shiba owner,2021-05-08,pos,0.9991886019706726
872,I want to get into shiba so I don't lose the opportunity,2021-05-08,pos,0.5127021670341492
873,Do you guys think shiba will still rise or will go down now?,2021-05-08,pos,0.61086505651474
874,Is Shiba Inu the cause of app issues ?,2021-05-08,neg,0.908306360244751
875,What is with Shiba?,2021-05-08,neg,0.5175513625144958
876,Is shiba safe?,2021-05-08,neg,0.9256253838539124
877,Go shiba goooo,2021-05-08,neg,0.5411182641983032
878,Shiba is going nuts,2021-05-08,neg,0.6833081245422363
879,Wtf is shiba,2021-05-08,neg,0.9704107642173767
880,Cannot login is this normal today because of dogecoin,2021-05-08,neg,0.9854245781898499
881,I just bought 39million shiba ,2021-05-08,neg,0.8300652503967285
882,Shiba to the moon?,2021-05-08,neg,0.5747254490852356
883,"Hey. Crypto, I just bought some SHIB, the payment times out but the money has left my account and I have no SHIB?",2021-05-08,neg,0.9708407521247864
884,is there an admin that can help? i bought some shiba inu and during process it timed out but it charged my card but i didnt recieve my ,2021-05-08,neg,0.9928306937217712
885,What's your price prediction for Shiba?,2021-05-08,neg,0.5671702027320862
886,No I have plenty shiba thx just annoying u spamming every 2 secs!,2021-05-08,neg,0.9301163554191589
887,"What do you think of shiba 
Worth something?",2021-05-08,pos,0.9825093746185303
888,"My shiba bro  haha its going nut, I can get in and we all know how fast they pull the rug!",2021-05-08,pos,0.9872416257858276
889,We need to pump shiba to the moooon,2021-05-08,neg,0.6723414659500122
890,"iota, vet, btt, ada, xrp und doge oder shiba ",2021-05-08,neg,0.7057111263275146
891,Shib available on ? Lmaoo WoW I just might buy some!!,2021-05-08,pos,0.971635103225708
892,Why when I try to buy Shiba gives me an error?,2021-05-08,neg,0.8632405996322632
893,Shib is a wild lottery ticket for the world! Lmaoo tats so crazy!,2021-05-08,pos,0.5547913908958435
894,Buy some SHIB,2021-05-08,pos,0.5710480809211731
895,So why can't I buy Shiba inu,2021-05-08,neg,0.8976084589958191
896,Who want shibi instant?,2021-05-08,pos,0.9612497091293335
897,Who need shibi pm me asap proof on,2021-05-08,pos,0.9956895709037781
898,How long has SHIB been available on cryptocom,2021-05-08,neg,0.8805504441261292
899,Managed to sign in and my 15 million shiba have gone walkies. Nice,2021-05-08,pos,0.9454460144042969
900,Just bought 10M SHIBA Anyone else who bought? ,2021-05-08,pos,0.8511948585510254
901,Let's make SHIBA INU the next Dogecoin ,2021-05-08,neg,0.5081157088279724
902,Doge will pump,2021-05-08,pos,0.8202824592590332
903,And when it does I'm sure shib will to,2021-05-08,pos,0.9129785895347595
904,Sounds like you didn't join the Dogecoin party and you are mad about it,2021-05-08,neg,0.8834322690963745
905,Not like copypaste script doge,2021-05-08,neg,0.9860808849334717
906,"Personal opinion:  I don't think doge will end well for most.  Good luck to you, but I'm not hopping on that train and will not regret missing it.",2021-05-08,neg,0.8933645486831665
907,Shiba expecting a pump?,2021-05-08,neg,0.9634966850280762
908,I turned some ADA to SHIBA and it worked perfectly fine for me.,2021-05-08,pos,0.9922609925270081
909,Can we transfer doge to shib on crypto,2021-05-08,pos,0.7200297117233276
910,"I agree. Doge was a flip coin for me. More money to buy xrp, ada and xlm",2021-05-08,neg,0.9922327995300293
911,Just seen Shiba listed,2021-05-08,neg,0.8363573551177979
912,"I bought 15 million Shiba, the money came out of my bank but I didn't receive anything. Is this normal?",2021-05-08,neg,0.9916568994522095
913,"Shiba is the newest listing on our App:
//app",2021-05-08,pos,0.9174166917800903
914,Buy shiba 2 hours ago on  and I didn't reflect the money I can make because they already charged all the whole thing,2021-05-08,neg,0.9830679297447205
915,Buy shiba 2 hours ago on  and I didn't reflect the money I can make because they already charged all the whole thing?,2021-05-08,neg,0.9703125357627869
916,Shiba inu to the moon,2021-05-08,neg,0.7353180050849915
917,Buy shiba 2 hours ago on  and I didn't reflect the money I can make because they already charged all the whole thing,2021-05-08,neg,0.9830679297447205
918,Buy shiba 2 hours ago on  and I didn't reflect the money I can make because they already charged all the whole thing?,2021-05-08,neg,0.9703125357627869
919,I'm the only that can't buy shiba? I don't have the buy button,2021-05-08,neg,0.8206915259361267
920,Hehe couldn't resist I had to buy some Shiba. $16 got me 1.1mil SHIB ,2021-05-08,neg,0.8311407566070557
921,It's possible my coins is come true? Because I was  bought 4 times but only one time It's successful and other 3 times it's crypto was took my money but I didn't got coins from SHIB COINS,2021-05-08,neg,0.8503931760787964
922,"First off I like cdc... what I dont like is when something new comes out (like SHIB) to the platform, it's all bogged down.  I am simply trying to top my card up.  This usually only takes a minute, but today it shows in the fiat wallet that I topped it, but the balance on the card still has not changed.  CMON!",2021-05-08,neg,0.9947248101234436
923,Shib ready to buy now!!!,2021-05-08,pos,0.8536067008972168
924,Where I can buy dogelon?,2021-05-08,pos,0.7214226722717285
925,I never heard of Dogelon,2021-05-08,neg,0.881463885307312
926,He means doge I guess,2021-05-08,neg,0.6793777942657471
927,Seems like you can't sell Shiba on ,2021-05-08,neg,0.9490384459495544
928,"Hello admin.. So, I bought shiba a few times. Only one showing up on my wallet but ALL transactions have been posted to my bank account. I don't want my money back. I want what I paid for. Will I be getting what I paid for? Are u sure that I will or won't? Please answer me ASAP. No disrespect because I know you are getting a lot of questions. I'll patiently wait.",2021-05-08,neg,0.9929457306861877
929,"Hey guys, snl Will pump/dump doge?",2021-05-08,pos,0.6962432265281677
930,Imagine Shiba gets up to 1 dollar ,2021-05-08,neg,0.7513707280158997
931,Anyone having issues with shiba imu?,2021-05-08,neg,0.519292950630188
932,"You already have them actually, it just take more time to show up on your wallet.
Have a look at the account tab and wallet,and select shiba.  You will be able to see the transaction.
But synchro might take longer",2021-05-08,neg,0.9119005799293518
933,Doge sell or Buy?,2021-05-08,neg,0.8967588543891907
934,Still cant login to my account.....its so saad...everytime doge goes up idk what happens with you guys :/,2021-05-08,neg,0.9560786485671997
935,Is doge going to boom again ?,2021-05-08,neg,0.8816044926643372
936,"if you're asking about doge in a cdc group chat, you probably shouldn't be putting your money in crypto.",2021-05-08,neg,0.7788900136947632
937,"the sooner you doge holders lose all your money, the better",2021-05-08,neg,0.9324046969413757
938,Shiba Inu ,2021-05-08,pos,0.5244859457015991
939,Also if you think you will be a millionaire within 1 month for investing $100 on shiba...don't invest in Crypto,2021-05-08,neg,0.9815689325332642
940,I bought shiba inu by visa credit card the transaction was successful but I don't see shiba tokens in my walle,2021-05-08,neg,0.9059286713600159
941,"I'm re asking this question because I didn't get a answer. 

Hello admin.. So, I bought shiba a few times. Only one showing up on my wallet (but i made about 4) but ALL transactions have been posted to my bank account. I don't want my money back. I want what I paid for. Will I be getting what I paid for? Are u sure that I will or won't? Please answer me ASAP. No disrespect because I know you are getting a lot of questions. I'll patiently wait.",2021-05-08,neg,0.9938521385192871
942,"the fact you don't know what a memecoin is, kinda makes me think you need to lose your money on shibu to earn the right to move forward in crypto.",2021-05-08,neg,0.9860680103302002
943,Dogecoin,2021-05-08,pos,0.7012883424758911
944,Got 100million SHIBAA wooo,2021-05-08,neg,0.7071323394775391
945,Doge sell or hold?,2021-05-08,neg,0.7993943095207214
946,How can I buy SHIBA UNI (SHI) at  ?,2021-05-08,pos,0.701209306716919
947,"Hi help please... I have purchased SHIBA in  and it has produced an error and i cant realize de operation, but money yes down",2021-05-08,neg,0.6940511465072632
948,hello guys i just try to buy shiba inu using  app...the funds were taken out of my bank account but i didnt receive my tockens...any ideas guys?,2021-05-08,neg,0.9800938963890076
949,"I have purchased SHIBA in  and it has produced an error and i cant realize de operation, but money yes down
I did it 3 times and I though it didn't goes through first time and  has deducted the money from my account and not cryptos into my portfolio",2021-05-08,neg,0.9977499842643738
950,"The same thing happened to me, i bought shiba and i have not received the coins but yes have taken my money... And i have been waiting a few hours and nothing",2021-05-08,neg,0.9929696917533875
951,"Hi buy shiba coin whit Mastercard and i don't received Crypto, whyy??",2021-05-08,neg,0.9851663708686829
952,Why i don't received shiba?,2021-05-08,neg,0.9637370109558105
953,I didn't get my shiba inu either btw.,2021-05-08,neg,0.9557844996452332
954,Where is my shiba?,2021-05-08,neg,0.526614248752594
955,Why did you guy list SHIB? Stupid decision.,2021-05-08,neg,0.9074192047119141
956,I buy shiba,2021-05-08,pos,0.6114110350608826
957,Shiba inu ,2021-05-08,pos,0.6830399632453918
958,"not stupid, shib is the shizzle",2021-05-08,pos,0.5942268967628479
959,50 M shiba inu ,2021-05-08,pos,0.6731375455856323
960,Shiba inu rocket  soon 2021,2021-05-08,pos,0.646055281162262
961,Shiba fucked everyone,2021-05-08,neg,0.8864262700080872
962,"Need help 

Brought Shiba- cro took money from bank but no coins

What can I do?????",2021-05-08,neg,0.8877820372581482
963,I bought SHIBA 4 hours ago. The money gone but I can't see SHIBA in my account?,2021-05-08,neg,0.9516006112098694
964,Can we buy SHIB with TGBP?,2021-05-08,pos,0.763102114200592
965,Me too i bought shiba and showing error,2021-05-08,neg,0.9416747093200684
966,Who charges 50 for doge,2021-05-08,neg,0.7093915939331055
967,SHIBA INU TO MOON,2021-05-08,neg,0.757942259311676
968,Not true about the $50.  ...I have a wallet with 582cdn on doge if I sell I get 559 so $22 cdn charge,2021-05-08,neg,0.993925154209137
969,It's all based on how much you have.  If you have $5000 doge in usd value $50 is nothing.  It's the cost of doing biz ..,2021-05-08,pos,0.5217804312705994
970,Can we buy SHIBU with TGBP getting contact support error,2021-05-08,pos,0.6291751861572266
971,They charge 50 dogecoin to transfer it to your own wallet now that doge is worth more $$$ the fee should re-evaluated,2021-05-08,pos,0.5602681636810303
972,Hello i bought shiba but didntreceive it,2021-05-08,neg,0.9275107979774475
973,Hi i bought SHIBA and didn't receive it,2021-05-08,neg,0.9788169264793396
974,Can anyone help me? I bought shiba but didnt receive it,2021-05-08,neg,0.9971386194229126
975,"Bought shiba inu, why not moon yet",2021-05-08,neg,0.9744705557823181
976,"Bad experiences using cro, their app crush last time. And see ppl can't find their shib.",2021-05-08,neg,0.7966803312301636
977,I trade shib in other exchange. Not in cro or binance,2021-05-08,neg,0.9857485890388489
978,"I've just buy doge on the app but there arent any payment, on the card yes",2021-05-08,neg,0.9415695667266846
979,Guys I bought shib in the app but i didn't get it. I did pay the ammount though,2021-05-08,neg,0.9818319082260132
980,Same problem with doge,2021-05-08,pos,0.7069246172904968
981,Is there anyone bought shiba coins,2021-05-08,neg,0.9773576855659485
982,I just bought shiba,2021-05-08,neg,0.7472551465034485
983,Well doge and shib problems are here. Wonder if cro are just cancel their payment if these coins rise. If these coins drop will cro give them the coins haha.,2021-05-08,neg,0.8528244495391846
984,No I just bought it. Lol new to this crypto. Had to swap from BTC to CRO them to SHIBA,2021-05-08,neg,0.9827036261558533
985,Where are u located? I just bought shib and sold it to see if i could. I had no problem,2021-05-08,neg,0.5253939032554626
986,Look in the chat. Well I had no problem buying shib in cro. Caz I don't do swap in cro anymore.,2021-05-08,neg,0.6555407047271729
987,In your wallet do you have shib ? If not you have to add a token. And normaly your shib will appear,2021-05-08,neg,0.5707647204399109
988,SHIBA sounded like a DOGE that's why I bought it,2021-05-08,neg,0.817955493927002
989,"I just bought DOGE, the money has been deducted but I've not received the tokens. Please how do I report that?",2021-05-08,neg,0.9964920878410339
990,"Lol who knows, the way biden is spending it might drop faster than Doge after SNL tonight ",2021-05-08,neg,0.5731875896453857
991,"I've just buy doge on the app but there arent any payment, on the card yes",2021-05-08,neg,0.9415695667266846
992,I need help. I bought the Shiba currency by . I didn't have my defi wallet configured. they charged me the full money for the coins and the money is not reflected in the application,2021-05-08,neg,0.9804285168647766
993,Ty Crypto! for listing Shiba! Wooooot! ,2021-05-08,neg,0.524164080619812
994,SHIBA just got listed?,2021-05-08,neg,0.8716480135917664
995,O nice SHIBA going to the moon,2021-05-08,pos,0.834253191947937
996,Is this hold on doge or sell?,2021-05-08,neg,0.5722165107727051
997,Guys I bought Shiba when the crash happened and now I don't have my coins. What to do?,2021-05-08,neg,0.6201659440994263
998,Where can i buy shiba?,2021-05-08,neg,0.6578333377838135
999,"Me too, bought shib they took money from bank but didn't receive anything",2021-05-08,neg,0.9876838326454163
1000,Shib,2021-05-08,pos,0.765728771686554
1001,I have 200million SHIBA do I buy more?,2021-05-08,pos,0.8706479072570801
1002,"Excuse me 
Shiba or shib",2021-05-08,neg,0.9731927514076233
1003,SHIBAAAAA,2021-05-08,pos,0.659929096698761
1004,Bro keep going I can see people selling doge to buy this and plus it's way more affordable compared to doge,2021-05-08,pos,0.8132947087287903
1005,Ah ok but do you think im not too late for shiba? And where do you recommend me to buy it,2021-05-08,neg,0.7514716982841492
1006,legit bought like 10m Shiba today  ,2021-05-08,pos,0.7223476767539978
1007,Dogecoin buy in?,2021-05-08,neg,0.7917564511299133
1008,"hi, i send 50usd in litecoin to  app (my first try on this platform) to buy SHIB ... but i am not able to buy it - insufficient balance .... do i need to convert ltc to another coin? or 50usd is not enought? thanks",2021-05-08,neg,0.9984173774719238
1009,Dou you recommend yo buy Shiba?,2021-05-08,neg,0.8046671748161316
1010,I tried to buy Shiba inu with my debt visa. Transaction went through but didn't get my asset!!!! Not good very sad I need my refund please,2021-05-08,neg,0.9998412132263184
1011,Hey guys you think SHIBA and ELON will be listed on  soon ?,2021-05-08,pos,0.6945616006851196
1012,check bank otherwise it will be the app Being bombarded with SHIBA buyers ,2021-05-08,neg,0.8266662955284119
1013,yeah it's been slow all day because of the SHIBA crowd buying it,2021-05-08,neg,0.9338480830192566
1014,Guys why do you like shiba and bonfire so much didnt you already miss the train?,2021-05-08,pos,0.8076329231262207
1015,I'm with terry. I bought some shiba. Card was debited but nothing in my crypto wallet...,2021-05-08,neg,0.9691726565361023
1016,Spread for shiba...20%....tf??!,2021-05-08,pos,0.6364947557449341
1017,When I'm trying to buy shib coin but transaction not going threw,2021-05-08,neg,0.9727956056594849
1018,I am missing 4million shiba,2021-05-08,neg,0.9788047075271606
1019,My doges still setting safe at my Binance,2021-05-08,pos,0.9069628119468689
1020,How to buy shib coin,2021-05-08,neg,0.7525936365127563
1021,Does anyone know how to cancel a transaction on ? I just got scammed from the doge-event,2021-05-08,neg,0.9984291195869446
1022,Thats why i dont trust shiba still going up soon,2021-05-08,pos,0.5632122159004211
1023,How? I sell CRO but I didn't see shib there in the list,2021-05-08,neg,0.9569423198699951
1024,Bought some shiba and it isn't showing up? Anyone here to help?,2021-05-08,neg,0.8722191452980042
1025,Hello I bought shib but got an error message however my account has been charged,2021-05-08,neg,0.9884804487228394
1026,"Same here. Bought Shiba in, no coin, but got charged on my account",2021-05-08,neg,0.9616991281509399
1027,"Purchased coins 3x with ""timed out response"" tried a few times thinking it was related to traffic, but it pulled all of my money from the bank. No coins, no money in bank. The coins were Shiba.",2021-05-08,neg,0.9985503554344177
1028,"You have the wallet?
I sold CRO for SHIBA kinda of like a swap.",2021-05-08,neg,0.7895069718360901
1029,I have. But can't find the Shiba,2021-05-08,neg,0.922648012638092
1030,I made a purchase at 3 p.m. of the Shiba coin by  they charged me the money I took away the money and never reflected the purchase on  I have a big problem ??? I need help,2021-05-08,neg,0.9555870890617371
1031,I made a purchase at 3 p.m. of the Shiba coin by  they charged me the money I took away the money and never reflected the purchase on  I have a big problem ??? I need help,2021-05-08,neg,0.9555870890617371
1032,Looks like next doge killer is shib,2021-05-08,pos,0.6036180257797241
1033,Doge plenty capable of killing itself,2021-05-08,pos,0.5600526928901672
1034,I made a purchase at 3 p.m. of the Shiba coin by  they charged me the money I took away the money and never reflected the purchase on  I have a big problem ??? I need help. I don't want to lose the money I'm buying in my currency,2021-05-08,neg,0.9907344579696655
1035,Buy doge now?,2021-05-08,neg,0.8739174008369446
1036,I made a purchase at 3 p.m. of the Shiba coin by  they charged me the money I took away the money and never reflected the purchase on  I have a big problem ??? I need help. I don't want to lose the money I'm buying in my currency,2021-05-08,neg,0.9907344579696655
1037,U have to buy shiba using usdt coin only i think,2021-05-08,neg,0.8520805835723877
1038,I made mistake buying Shiba with ,2021-05-08,neg,0.9960967898368835
1039,what you think about DOGE,2021-05-08,neg,0.7041959762573242
1040,Can we talk here about how Shiba Inu will rise to 0.0001?,2021-05-08,pos,0.9583539366722107
1041,"Just attempted to buy SHIB and then the price said ""timed out"" the money still came out of my checking account. And it's not reflecting in my CRO account",2021-05-08,neg,0.9923966526985168
1042,How do you Guys think about doge en snl?,2021-05-08,pos,0.6925448179244995
1043,Hi i've buy 2 Times shib and i dont find it on m'y account,2021-05-08,neg,0.8664020895957947
1044,I made a purchase at 3 p.m. of the Shiba coin by  they charged me the money I took away the money and never reflected the purchase on  I have a big problem ??? I need help. I don't want to lose the money I'm buying in my currency,2021-05-08,neg,0.9907344579696655
1045,Doge,2021-05-08,pos,0.5364559888839722
1046,I made a purchase at 3 p.m. of the Shiba coin by  they charged me the money I took away the money and never reflected the purchase on  I have a big problem ??? I need help. I don't want to lose the money I'm buying in my currency,2021-05-08,neg,0.9907344579696655
1047,Hi I also bought shib and dont find it on my account.,2021-05-08,neg,0.890204906463623
1048,Can't see my purchase of SHIB,2021-05-08,neg,0.9443816542625427
1049,out of account. No Shiba inu ,2021-05-08,neg,0.9852724671363831
1050, do you guys have shiba token?,2021-05-08,neg,0.6171735525131226
1051,"If you guys are really leaning on Elon's performance on SNL to help DOGE price, please reevaluate your crypto investments.",2021-05-08,neg,0.9529030919075012
1052,Elon: Hodl the DOGE for I am coming,2021-05-08,neg,0.9283795952796936
1053,Some news about dogecoin,2021-05-08,neg,0.7120370268821716
1054,"Hi admin. Brought some Shibu, which been deducted from bank balance but showing pending but not gone through to . Is there an issue with the app",2021-05-08,neg,0.8580647110939026
1055,Doge buy doge said Future coin doge,2021-05-08,neg,0.6745938658714294
1056,Buy doge now??,2021-05-08,neg,0.9461608529090881
1057,  Try to buy shiba inu and amount deducted from my account but didn't receive any coins. What's the problem?,2021-05-08,neg,0.9898588061332703
1058,Elon will accept doge for tesla and SpaceX merch,2021-05-08,pos,0.5046824216842651
1059,Buy doge now????,2021-05-08,neg,0.8888595104217529
1060,Anyone know when cro listed shib?,2021-05-08,pos,0.6815662980079651
1061,Doge is on a nosedive,2021-05-08,neg,0.9563668370246887
1062,I'm kinda happy that I didn't go too in with a $1000 to buy Shiba inu. I still want my $86 cad back though,2021-05-08,neg,0.7576602101325989
1063,doge coin,2021-05-08,pos,0.7801077365875244
1064,I want to buy more doge,2021-05-08,neg,0.5253573656082153
1065,"Hi 
I buy a doge now 
What?",2021-05-08,neg,0.8520221710205078
1066,Should i buy doge now??,2021-05-08,neg,0.9015865325927734
1067,Your opinion buy doge?,2021-05-08,neg,0.7603307962417603
1068,Best time for Doge,2021-05-08,pos,0.9988051652908325
1069,Same problem I had with SHIB A little earlier now waiting on support to get back to me.,2021-05-08,pos,0.7549257278442383
1070,"I just send DOGE TO the scammer and contacted support team, but they never answer",2021-05-08,neg,0.9887750148773193
1071,think that is doge hype over lool,2021-05-08,neg,0.5888814926147461
1072,Is keeping doge safe as its value decreases,2021-05-08,pos,0.7055190801620483
1073,Why doge is decreasing,2021-05-08,neg,0.8573606610298157
1074,Doge hype is over,2021-05-08,neg,0.8494469523429871
1075,Elon mentioned doge on SNL and it went down -.-,2021-05-08,neg,0.9760974645614624
1076,Don't sell your doge.. this is silly,2021-05-08,neg,0.9973136782646179
1077,I bought 11 million shiba,2021-05-08,pos,0.620027482509613
1078,What gonna do on doge sell or what?,2021-05-08,pos,0.8572873473167419
1079,Once it's at .1 I'm a millionaire and will sell. So hodling shiba till 1 mill. But doge selling off once it's in green again and I can make some profit.,2021-05-08,neg,0.7815856337547302
1080,This isn't a DOGE group,2021-05-08,neg,0.9896982312202454
1081,I buy doge now.?????,2021-05-08,neg,0.8893284201622009
1082,How outside america people can watch it and what did happen in snl about doge? Tnq..,2021-05-08,neg,0.5069818496704102
1083,He brought his mother on and said her present for Mother's Day will be dogecoin,2021-05-08,pos,0.9964158535003662
1084,I learned my lesson with doge lol  I pray shiba goes to .1 at some point so I can sell and put that mill in bitcoin and ether an Ada and other alts that will be long term use. Etc.,2021-05-08,pos,0.7901728749275208
1085,Should I keep doge or sell it for loss?,2021-05-08,neg,0.9165937304496765
1086,It's your money. It's not a DOGE channel,2021-05-08,neg,0.9921650886535645
1087,Doge,2021-05-08,pos,0.5364559888839722
1088,Sell the doge or not,2021-05-08,neg,0.8462183475494385
1089,With doge coin,2021-05-08,pos,0.7941882014274597
1090,When buying doge??,2021-05-08,neg,0.9089847207069397
1091,"When market is fearful, be greedy.. and vice versa. - Warren Buffet. So its the best time to buy doge as it price has gone down. Doge will surely rise again very soon today or tomorrow",2021-05-08,pos,0.6681934595108032
1092,"Bought doge earlier today, took my money from my debit card and never gave me my coin -_-",2021-05-08,neg,0.9945197701454163
1093,"Hi,  I have bought dogecoin  from you and you have deducted money from my account but I have not received anything from you .
can you please check it out",2021-05-08,neg,0.9242312908172607
1094,"I bought some Shiba and the money is showing removed in my bank, but not showing in my coin balance.... ",2021-05-08,neg,0.9900070428848267
1095,"Hey, I bought Shiba on the app. The money I taken out of my acct, but my  coins has not increased.",2021-05-08,neg,0.8781651258468628
1096,"Can you help me? I bought shiba and the money has been taken out of my bank, but my coin # has remained the same.",2021-05-08,neg,0.8723086714744568
1097,Doge is to ocean,2021-05-08,pos,0.5734062790870667
1098,Why Doge getting Down?,2021-05-08,pos,0.5823863744735718
1099,The live is not abt doge,2021-05-08,neg,0.8845550417900085
1100,"Elon literally said ""To the moon""
Yet dogecoin dumped
Wtf?",2021-05-08,neg,0.9839047789573669
1101,"I believe people just wanted to book the profit, now it's pumping again, DOGE!",2021-05-08,neg,0.7243166565895081
1102,Finally able to buy SHIBA!  Just have patience after the payment and your coins will appear in the wallet,2021-05-08,pos,0.8831549286842346
1103,I'm a shiba trillionare,2021-05-08,neg,0.5269792675971985
1104, need to make the transactions faster so many People can't buy SHIBA,2021-05-08,neg,0.7747306227684021
